index,filename,latitude,longitude,datetime_str,image_datetime
30,no_fire_Bolivia_point_4048.png,-13.7233,-63.5517,1628865402007,2021-08-13T14:36:42.007000+00:00
31,no_fire_Bolivia_point_4049.png,-13.715,-63.5365,1721745402670,2024-07-23T14:36:42.670000+00:00
32,no_fire_Bolivia_point_4050.png,-13.7127,-63.5498,1692369404738,2023-08-18T14:36:44.738000+00:00
33,no_fire_Bolivia_point_4068.png,-14.9755,-64.1481,1631457418105,2021-09-12T14:36:58.105000+00:00
34,no_fire_Bolivia_point_4069.png,-14.9779,-64.134,1637505420150,2021-11-21T14:37:00.150000+00:00
35,no_fire_Bolivia_point_5508.png,-14.0603,-65.9701,1632149199699,2021-09-20T14:46:39.699000+00:00
36,no_fire_Bolivia_point_5509.png,-14.0705,-65.9623,1667573200352,2022-11-04T14:46:40.352000+00:00
37,no_fire_Bolivia_point_5510.png,-14.0741,-66.0003,1606661205335,2020-11-29T14:46:45.335000+00:00
38,no_fire_Bolivia_point_5511.png,-14.0754,-65.9911,1618325198799,2021-04-13T14:46:38.799000+00:00
39,no_fire_Bolivia_point_5600.png,-12.4707,-64.8559,1689173176798,2023-07-12T14:46:16.798000+00:00
40,no_fire_Bolivia_point_5601.png,-12.4605,-64.8636,1641221173680,2022-01-03T14:46:13.680000+00:00
41,no_fire_Bolivia_point_5605.png,-12.4618,-64.8546,1660229184080,2022-08-11T14:46:24.080000+00:00
42,no_fire_Bolivia_point_6367.png,-14.2256,-62.5309,1621953396715,2021-05-25T14:36:36.715000+00:00
43,no_fire_Bolivia_point_6368.png,-14.2273,-62.52,1717165601444,2024-05-31T14:26:41.444000+00:00
44,no_fire_Bolivia_point_6402.png,-14.2265,-62.5173,1651761391627,2022-05-05T14:36:31.627000+00:00
45,no_fire_Bolivia_point_6407.png,-14.2241,-62.5315,1642429601266,2022-01-17T14:26:41.266000+00:00
46,no_fire_Bolivia_point_7666.png,-11.2421,-67.5728,1711464961802,2024-03-26T14:56:01.802000+00:00
47,no_fire_Bolivia_point_7675.png,-11.2993,-67.6894,1667832959744,2022-11-07T14:55:59.744000+00:00
48,no_fire_Bolivia_point_7676.png,-11.3006,-67.6803,1630680957607,2021-09-03T14:55:57.607000+00:00
49,no_fire_Bolivia_point_7677.png,-11.3019,-67.6712,1711464961802,2024-03-26T14:56:01.802000+00:00
50,no_fire_Bolivia_point_7679.png,-11.3082,-67.6907,1635000962633,2021-10-23T14:56:02.633000+00:00
51,no_fire_Bolivia_point_7680.png,-11.3095,-67.6816,1676904958403,2023-02-20T14:55:58.403000+00:00
52,no_fire_Bolivia_point_7681.png,-11.3108,-67.6725,1682520962795,2023-04-26T14:56:02.795000+00:00
53,no_fire_Bolivia_point_7759.png,-14.1862,-68.3712,1687273011847,2023-06-20T14:56:51.847000+00:00
54,no_fire_Bolivia_point_7760.png,-14.1875,-68.3621,1698937010609,2023-11-02T14:56:50.609000+00:00
55,no_fire_Bolivia_point_7761.png,-14.1888,-68.3529,1699801008851,2023-11-12T14:56:48.851000+00:00
56,no_fire_Bolivia_point_7814.png,-11.351,-67.2649,1635000962633,2021-10-23T14:56:02.633000+00:00
57,no_fire_Bolivia_point_7821.png,-11.3057,-67.6816,1717080961283,2024-05-30T14:56:01.283000+00:00
58,no_fire_Bolivia_point_7822.png,-11.3071,-67.6723,1628520963704,2021-08-09T14:56:03.704000+00:00
59,no_fire_Bolivia_point_8051.png,-12.8909,-64.7479,1690037187277,2023-07-22T14:46:27.277000+00:00
60,no_fire_Bolivia_point_8052.png,-12.9033,-64.75,1673189179923,2023-01-08T14:46:19.923000+00:00
61,no_fire_Bolivia_point_8053.png,-12.9065,-64.7311,1643813181350,2022-02-02T14:46:21.350000+00:00
62,no_fire_Bolivia_point_8055.png,-12.922,-64.7146,1631457388876,2021-09-12T14:36:28.876000+00:00
63,no_fire_Bolivia_point_8067.png,-13.1197,-64.7293,1647441386187,2022-03-16T14:36:26.187000+00:00
64,no_fire_Bolivia_point_8105.png,-13.7676,-64.6919,1647441400700,2022-03-16T14:36:40.700000+00:00
65,no_fire_Bolivia_point_8106.png,-13.7705,-64.6739,1655217406017,2022-06-14T14:36:46.017000+00:00
66,no_fire_Bolivia_point_8108.png,-13.7615,-64.6793,1712241400360,2024-04-04T14:36:40.360000+00:00
67,no_fire_Bolivia_point_8109.png,-13.7706,-64.6995,1715265405297,2024-05-09T14:36:45.297000+00:00
68,no_fire_Bolivia_point_8110.png,-13.7737,-64.6814,1599057405720,2020-09-02T14:36:45.720000+00:00
69,no_fire_Bolivia_point_8111.png,-13.7768,-64.6635,1614177402354,2021-02-24T14:36:42.354000+00:00
70,no_fire_Bolivia_point_8117.png,-13.8868,-64.7071,1605969403088,2020-11-21T14:36:43.088000+00:00
71,no_fire_Bolivia_point_8121.png,-14.0437,-63.9884,1667745406707,2022-11-06T14:36:46.707000+00:00
72,no_fire_Bolivia_point_8245.png,-14.196,-64.2287,1618497396384,2021-04-15T14:36:36.384000+00:00
73,no_fire_Bolivia_point_8255.png,-14.2031,-64.2373,1637505402702,2021-11-21T14:36:42.702000+00:00
74,no_fire_Bolivia_point_8256.png,-14.2072,-64.2153,1618497396384,2021-04-15T14:36:36.384000+00:00
75,no_fire_Bolivia_point_8313.png,-12.9714,-64.3684,1646145391515,2022-03-01T14:36:31.515000+00:00
76,no_fire_Bolivia_point_8315.png,-12.978,-64.375,1660401391317,2022-08-13T14:36:31.317000+00:00
77,no_fire_Bolivia_point_8332.png,-13.762,-64.673,1679841400935,2023-03-26T14:36:40.935000+00:00
78,no_fire_Bolivia_point_8338.png,-13.7653,-64.6816,1693233407162,2023-08-28T14:36:47.162000+00:00
79,no_fire_Bolivia_point_8360.png,-13.9007,-64.6874,1696257404497,2023-10-02T14:36:44.497000+00:00
80,no_fire_Bolivia_point_10940.png,-13.9295,-65.2332,1625237202100,2021-07-02T14:46:42.100000+00:00
81,no_fire_Bolivia_point_10950.png,-13.6305,-67.5411,1632581212824,2021-09-25T14:46:52.824000+00:00
82,no_fire_Bolivia_point_10951.png,-13.6327,-67.5274,1693320995313,2023-08-29T14:56:35.313000+00:00
83,no_fire_Bolivia_point_11160.png,-13.6248,-67.523,1634741195961,2021-10-20T14:46:35.961000+00:00
84,no_fire_Bolivia_point_14112.png,-13.2239,-67.7086,1602168993435,2020-10-08T14:56:33.435000+00:00
85,no_fire_Bolivia_point_14113.png,-13.2341,-67.7009,1685976994298,2023-06-05T14:56:34.298000+00:00
86,no_fire_Bolivia_point_15025.png,-15.5875,-65.4386,1716389229591,2024-05-22T14:47:09.591000+00:00
87,no_fire_Bolivia_point_15026.png,-15.5942,-65.4469,1692197236904,2023-08-16T14:47:16.904000+00:00
88,no_fire_Bolivia_point_15028.png,-15.7419,-65.5282,1658933236101,2022-07-27T14:47:16.101000+00:00
89,no_fire_Bolivia_point_15029.png,-15.7527,-65.5134,1702133227459,2023-12-09T14:47:07.459000+00:00
90,no_fire_Bolivia_point_15034.png,-16.2335,-64.6005,1682865433877,2023-04-30T14:37:13.877000+00:00
91,no_fire_Bolivia_point_15045.png,-14.24,-62.8294,1684161396838,2023-05-15T14:36:36.838000+00:00
92,no_fire_Bolivia_point_15067.png,-14.6223,-62.749,1651761406151,2022-05-05T14:36:46.151000+00:00
93,no_fire_Bolivia_point_15111.png,-13.8544,-63.8803,1633185407232,2021-10-02T14:36:47.232000+00:00
94,no_fire_Bolivia_point_15116.png,-13.2803,-63.129,1634913390334,2021-10-22T14:36:30.334000+00:00
95,no_fire_Bolivia_point_15124.png,-15.7504,-65.5312,1631457436505,2021-09-12T14:37:16.505000+00:00
96,no_fire_Bolivia_point_15125.png,-15.7524,-65.527,1661525230287,2022-08-26T14:47:10.287000+00:00
97,no_fire_Bolivia_point_15126.png,-15.7372,-65.5238,1690037237112,2023-07-22T14:47:17.112000+00:00
98,no_fire_Bolivia_point_15127.png,-15.6707,-65.5417,1661525230287,2022-08-26T14:47:10.287000+00:00
99,no_fire_Bolivia_point_15172.png,-14.4992,-63.7674,1655217402856,2022-06-14T14:36:42.856000+00:00
100,no_fire_Bolivia_point_15173.png,-14.4948,-63.7909,1696257415942,2023-10-02T14:36:55.942000+00:00
101,no_fire_Bolivia_point_15174.png,-14.4901,-63.7822,1618497407860,2021-04-15T14:36:47.860000+00:00
102,no_fire_Bolivia_point_15175.png,-14.6084,-62.7408,1692973619616,2023-08-25T14:26:59.616000+00:00
103,no_fire_Bolivia_point_15230.png,-13.9976,-63.9886,1602945408267,2020-10-17T14:36:48.267000+00:00
104,no_fire_Bolivia_point_15262.png,-13.3955,-64.2312,1684161388890,2023-05-15T14:36:28.890000+00:00
105,no_fire_Bolivia_point_15269.png,-13.398,-64.2367,1625841389896,2021-07-09T14:36:29.896000+00:00
106,no_fire_Bolivia_point_15273.png,-13.5996,-64.1192,1596897408604,2020-08-08T14:36:48.604000+00:00
107,no_fire_Bolivia_point_15276.png,-13.6032,-64.125,1678113398828,2023-03-06T14:36:38.828000+00:00
108,no_fire_Bolivia_point_16936.png,-12.9022,-65.0881,1695653188524,2023-09-25T14:46:28.524000+00:00
109,no_fire_Bolivia_point_16937.png,-11.5082,-65.4132,1634741158994,2021-10-20T14:45:58.994000+00:00
110,no_fire_Bolivia_point_16939.png,-12.9121,-65.0897,1652021183132,2022-05-08T14:46:23.132000+00:00
111,no_fire_Bolivia_point_16942.png,-12.9201,-65.1026,1680101185382,2023-03-29T14:46:25.382000+00:00
112,no_fire_Bolivia_point_16943.png,-12.9219,-65.0912,1620485185324,2021-05-08T14:46:25.324000+00:00
113,no_fire_Bolivia_point_17986.png,-12.9118,-65.0903,1714661189190,2024-05-02T14:46:29.190000+00:00
114,no_fire_Bolivia_point_17999.png,-11.5071,-65.4063,1706453157242,2024-01-28T14:45:57.242000+00:00
115,no_fire_Bolivia_point_18000.png,-11.5087,-65.416,1699973157989,2023-11-14T14:45:57.989000+00:00
116,no_fire_Bolivia_point_18328.png,-14.4294,-61.7265,1594909602450,2020-07-16T14:26:42.450000+00:00
117,no_fire_Bolivia_point_18337.png,-13.3986,-61.9658,1684333587650,2023-05-17T14:26:27.650000+00:00
118,no_fire_Bolivia_point_18350.png,-14.6922,-60.6746,1600957613683,2020-09-24T14:26:53.683000+00:00
119,no_fire_Bolivia_point_20159.png,-13.1747,-67.9264,1676904987086,2023-02-20T14:56:27.086000+00:00
120,no_fire_Bolivia_point_20600.png,-13.1752,-67.9241,1682088988454,2023-04-21T14:56:28.454000+00:00
121,no_fire_Bolivia_point_22687.png,-17.9017,-59.2776,1709993847505,2024-03-09T14:17:27.505000+00:00
122,no_fire_Bolivia_point_22698.png,-17.2947,-59.8785,1640441854721,2021-12-25T14:17:34.721000+00:00
123,no_fire_Bolivia_point_22699.png,-17.2938,-59.8837,1713881856080,2024-04-23T14:17:36.080000+00:00
124,no_fire_Bolivia_point_23085.png,-18.1139,-58.6302,1674137858218,2023-01-19T14:17:38.218000+00:00
125,no_fire_Bolivia_point_23086.png,-18.1143,-58.6238,1684246054784,2023-05-16T14:07:34.784000+00:00
126,no_fire_Bolivia_point_27284.png,-15.499,-65.4362,1632149227311,2021-09-20T14:47:07.311000+00:00
127,no_fire_Bolivia_point_27285.png,-15.5011,-65.4234,1707057433981,2024-02-04T14:37:13.981000+00:00
128,no_fire_Bolivia_point_27288.png,-15.5094,-65.438,1681137437413,2023-04-10T14:37:17.413000+00:00
129,no_fire_Bolivia_point_28317.png,-15.3274,-65.6233,1618325211614,2021-04-13T14:46:51.614000+00:00
130,no_fire_Bolivia_point_28318.png,-15.3295,-65.61,1634741218322,2021-10-20T14:46:58.322000+00:00
131,no_fire_Bolivia_point_28325.png,-15.338,-65.6251,1668005219174,2022-11-09T14:46:59.174000+00:00
132,no_fire_Bolivia_point_28326.png,-15.3401,-65.6118,1656341220450,2022-06-27T14:47:00.450000+00:00
133,no_fire_Bolivia_point_28337.png,-15.3422,-65.6319,1658933220392,2022-07-27T14:47:00.392000+00:00
134,no_fire_Bolivia_point_28338.png,-15.3444,-65.6186,1683989218690,2023-05-13T14:46:58.690000+00:00
135,no_fire_Bolivia_point_28340.png,-15.355,-65.6204,1625237232399,2021-07-02T14:47:12.399000+00:00
136,no_fire_Bolivia_point_29207.png,-14.8316,-65.8889,1626965216713,2021-07-22T14:46:56.713000+00:00
137,no_fire_Bolivia_point_29271.png,-15.3309,-65.6067,1653749215506,2022-05-28T14:46:55.506000+00:00
138,no_fire_Bolivia_point_29268.png,-15.3193,-65.6045,1688309222140,2023-07-02T14:47:02.140000+00:00
139,no_fire_Bolivia_point_29275.png,-15.3426,-65.6088,1602341222617,2020-10-10T14:47:02.617000+00:00
140,no_fire_Bolivia_point_29288.png,-15.4985,-65.4329,1709217434828,2024-02-29T14:37:14.828000+00:00
141,no_fire_Bolivia_point_29289.png,-15.5012,-65.4171,1629297435301,2021-08-18T14:37:15.301000+00:00
142,no_fire_Bolivia_point_31906.png,-11.4263,-67.8921,1619880958874,2021-05-01T14:55:58.874000+00:00
143,no_fire_Bolivia_point_32080.png,-11.0186,-68.8165,1685976968983,2023-06-05T14:56:08.983000+00:00
144,no_fire_Bolivia_point_32081.png,-11.0298,-68.8149,1651848969020,2022-05-06T14:56:09.020000+00:00
145,no_fire_Bolivia_point_32117.png,-11.4226,-67.9125,1642344961694,2022-01-16T14:56:01.694000+00:00
146,no_fire_Bolivia_point_32118.png,-11.4208,-67.8995,1619880958874,2021-05-01T14:55:58.874000+00:00
147,no_fire_Bolivia_point_33535.png,-12.6078,-67.7318,1618584970993,2021-04-16T14:56:10.993000+00:00
148,no_fire_Bolivia_point_33638.png,-13.2144,-67.9162,1651848994309,2022-05-06T14:56:34.309000+00:00
149,no_fire_Bolivia_point_33639.png,-13.2126,-67.9024,1714488989802,2024-04-30T14:56:29.802000+00:00
150,no_fire_Bolivia_point_33640.png,-13.2108,-67.8885,1661353002445,2022-08-24T14:56:42.445000+00:00
151,no_fire_Bolivia_point_33643.png,-13.2235,-67.9009,1603032993480,2020-10-18T14:56:33.480000+00:00
152,no_fire_Bolivia_point_33649.png,-13.2325,-67.8856,1651848994309,2022-05-06T14:56:34.309000+00:00
153,no_fire_Bolivia_point_33664.png,-13.2706,-67.5578,1717080989963,2024-05-30T14:56:29.963000+00:00
154,no_fire_Bolivia_point_33665.png,-13.2689,-67.5447,1656169002357,2022-06-25T14:56:42.357000+00:00
155,no_fire_Bolivia_point_35294.png,-11.4216,-67.9118,1622040961567,2021-05-26T14:56:01.567000+00:00
156,no_fire_Bolivia_point_35293.png,-11.4233,-67.9009,1600008965159,2020-09-13T14:56:05.159000+00:00
157,no_fire_Bolivia_point_35304.png,-11.1919,-67.5405,1617720958541,2021-04-06T14:55:58.541000+00:00
158,no_fire_Bolivia_point_35305.png,-11.1903,-67.5509,1600008965159,2020-09-13T14:56:05.159000+00:00
159,no_fire_Bolivia_point_35307.png,-11.1824,-67.539,1657464965701,2022-07-10T14:56:05.701000+00:00
160,no_fire_Bolivia_point_35308.png,-11.1808,-67.5495,1699800962001,2023-11-12T14:56:02.001000+00:00
161,no_fire_Bolivia_point_35356.png,-13.2138,-67.9081,1632408989021,2021-09-23T14:56:29.021000+00:00
162,no_fire_Bolivia_point_35364.png,-13.2571,-67.558,1707144985688,2024-02-05T14:56:25.688000+00:00
163,no_fire_Bolivia_point_35369.png,-13.2493,-67.5465,1629384992113,2021-08-19T14:56:32.113000+00:00
164,no_fire_Bolivia_point_35370.png,-13.2478,-67.5565,1700232987724,2023-11-17T14:56:27.724000+00:00
165,no_fire_Bolivia_point_35388.png,-13.1182,-67.4887,1721832992035,2024-07-24T14:56:32.035000+00:00
166,no_fire_Bolivia_point_35389.png,-13.1167,-67.4987,1687272993694,2023-06-20T14:56:33.694000+00:00
167,no_fire_Bolivia_point_35395.png,-13.1074,-67.4973,1676904987086,2023-02-20T14:56:27.086000+00:00
168,no_fire_Bolivia_point_35421.png,-13.0135,-67.5074,1602168993435,2020-10-08T14:56:33.435000+00:00
169,no_fire_Bolivia_point_35533.png,-12.6662,-67.6152,1676904972680,2023-02-20T14:56:12.680000+00:00
170,no_fire_Bolivia_point_35534.png,-12.6646,-67.6254,1656169002357,2022-06-25T14:56:42.357000+00:00
171,no_fire_Bolivia_point_35539.png,-12.6568,-67.6137,1628520977971,2021-08-09T14:56:17.971000+00:00
172,no_fire_Bolivia_point_35540.png,-12.6552,-67.6239,1664808982480,2022-10-03T14:56:22.480000+00:00
173,no_fire_Bolivia_point_35545.png,-12.6458,-67.6225,1667400979463,2022-11-02T14:56:19.463000+00:00
174,no_fire_Bolivia_point_35546.png,-12.6442,-67.6327,1719240979356,2024-06-24T14:56:19.356000+00:00
175,no_fire_Bolivia_point_35548.png,-12.6348,-67.6312,1707576975881,2024-02-10T14:56:15.881000+00:00
176,no_fire_Bolivia_point_35549.png,-12.6332,-67.6415,1721400981925,2024-07-19T14:56:21.925000+00:00
177,no_fire_Bolivia_point_35550.png,-12.6316,-67.6518,1684248979687,2023-05-16T14:56:19.687000+00:00
178,no_fire_Bolivia_point_35551.png,-12.6126,-67.7122,1693320980873,2023-08-29T14:56:20.873000+00:00
179,no_fire_Bolivia_point_35552.png,-12.611,-67.7225,1693320980873,2023-08-29T14:56:20.873000+00:00
180,no_fire_Bolivia_point_35553.png,-12.6094,-67.7329,1700232973312,2023-11-17T14:56:13.312000+00:00
181,no_fire_Bolivia_point_36767.png,-12.6125,-67.7212,1619880973149,2021-05-01T14:56:13.149000+00:00
182,no_fire_Bolivia_point_36770.png,-12.6367,-67.6376,1647528979124,2022-03-17T14:56:19.124000+00:00
183,no_fire_Bolivia_point_36772.png,-12.6488,-67.6273,1591800978766,2020-06-10T14:56:18.766000+00:00
184,no_fire_Bolivia_point_36774.png,-12.659,-67.629,1676904972680,2023-02-20T14:56:12.680000+00:00
185,no_fire_Bolivia_point_36775.png,-12.6609,-67.6169,1622040984664,2021-05-26T14:56:24.664000+00:00
186,no_fire_Bolivia_point_36778.png,-12.6711,-67.6186,1662216987311,2022-09-03T14:56:27.311000+00:00
187,no_fire_Bolivia_point_36853.png,-13.0176,-67.5063,1656169002357,2022-06-25T14:56:42.357000+00:00
188,no_fire_Bolivia_point_36882.png,-13.2574,-67.5469,1596984993161,2020-08-09T14:56:33.161000+00:00
189,no_fire_Bolivia_point_38077.png,-15.1672,-63.3756,1635777418384,2021-11-01T14:36:58.384000+00:00
190,no_fire_Bolivia_point_38075.png,-15.1695,-63.3713,1713537417437,2024-04-19T14:36:57.437000+00:00
191,no_fire_Bolivia_point_38094.png,-14.9045,-63.4156,1628865416624,2021-08-13T14:36:56.624000+00:00
192,no_fire_Bolivia_point_38093.png,-14.9216,-63.4138,1655217417457,2022-06-14T14:36:57.457000+00:00
193,no_fire_Bolivia_point_38101.png,-14.9225,-63.3006,1628865416624,2021-08-13T14:36:56.624000+00:00
194,no_fire_Bolivia_point_38103.png,-14.9185,-63.4218,1625841415870,2021-07-09T14:36:55.870000+00:00
195,no_fire_Bolivia_point_38106.png,-14.9013,-63.4236,1621521413916,2021-05-20T14:36:53.916000+00:00
196,no_fire_Bolivia_point_38168.png,-14.5034,-62.5576,1612189603122,2021-02-01T14:26:43.122000+00:00
197,no_fire_Bolivia_point_38198.png,-14.2441,-63.1834,1637505399545,2021-11-21T14:36:39.545000+00:00
198,no_fire_Bolivia_point_38204.png,-14.0743,-63.9463,1710513400814,2024-03-15T14:36:40.814000+00:00
199,no_fire_Bolivia_point_38205.png,-14.0567,-63.9482,1658241414344,2022-07-19T14:36:54.344000+00:00
200,no_fire_Bolivia_point_38210.png,-14.0215,-63.952,1707489398773,2024-02-09T14:36:38.773000+00:00
201,no_fire_Bolivia_point_38211.png,-13.936,-63.3143,1667745403544,2022-11-06T14:36:43.544000+00:00
202,no_fire_Bolivia_point_38214.png,-13.9232,-63.3539,1655217402856,2022-06-14T14:36:42.856000+00:00
203,no_fire_Bolivia_point_38215.png,-13.9272,-63.3918,1637505399545,2021-11-21T14:36:39.545000+00:00
204,no_fire_Bolivia_point_38217.png,-13.9907,-63.9984,1649601404340,2022-04-10T14:36:44.340000+00:00
205,no_fire_Bolivia_point_38216.png,-13.9863,-63.9559,1649601404340,2022-04-10T14:36:44.340000+00:00
206,no_fire_Bolivia_point_38219.png,-13.9103,-63.3938,1723905399757,2024-08-17T14:36:39.757000+00:00
207,no_fire_Bolivia_point_38221.png,-13.9319,-63.319,1633185404067,2021-10-02T14:36:44.067000+00:00
208,no_fire_Bolivia_point_38225.png,-13.9863,-63.9596,1673793399248,2023-01-15T14:36:39.248000+00:00
209,no_fire_Bolivia_point_38224.png,-13.9236,-63.3963,1625841401255,2021-07-09T14:36:41.255000+00:00
210,no_fire_Bolivia_point_38226.png,-13.9025,-63.3604,1663425408239,2022-09-17T14:36:48.239000+00:00
211,no_fire_Bolivia_point_38227.png,-13.9067,-63.3983,1627137402882,2021-07-24T14:36:42.882000+00:00
212,no_fire_Bolivia_point_38228.png,-13.7144,-63.0897,1651761395042,2022-05-05T14:36:35.042000+00:00
213,no_fire_Bolivia_point_38231.png,-13.8229,-64.1155,1696257404497,2023-10-02T14:36:44.497000+00:00
214,no_fire_Bolivia_point_38252.png,-13.4814,-63.2796,1629297384621,2021-08-18T14:36:24.621000+00:00
215,no_fire_Bolivia_point_38285.png,-13.1309,-63.0126,1669473384547,2022-11-26T14:36:24.547000+00:00
216,no_fire_Bolivia_point_38584.png,-15.1497,-63.4377,1682865416201,2023-04-30T14:36:56.201000+00:00
217,no_fire_Bolivia_point_38586.png,-14.6249,-65.1545,1693233424787,2023-08-28T14:37:04.787000+00:00
218,no_fire_Bolivia_point_38587.png,-14.9236,-63.4319,1673793410713,2023-01-15T14:36:50.713000+00:00
219,no_fire_Bolivia_point_38589.png,-14.9098,-63.4294,1601649417394,2020-10-02T14:36:57.394000+00:00
220,no_fire_Bolivia_point_38588.png,-14.9141,-63.4052,1593009416572,2020-06-24T14:36:56.572000+00:00
221,no_fire_Bolivia_point_38621.png,-16.2574,-64.7863,1681137436619,2023-04-10T14:37:16.619000+00:00
222,no_fire_Bolivia_point_38620.png,-16.2959,-64.4161,1707057444682,2024-02-04T14:37:24.682000+00:00
223,no_fire_Bolivia_point_38626.png,-14.002,-63.9477,1650465407002,2022-04-20T14:36:47.002000+00:00
224,no_fire_Bolivia_point_38634.png,-15.2736,-65.126,1687185424676,2023-06-19T14:37:04.676000+00:00
225,no_fire_Bolivia_point_38646.png,-15.8603,-64.5264,1598625436896,2020-08-28T14:37:16.896000+00:00
226,no_fire_Bolivia_point_38654.png,-16.0211,-64.5713,1647441429836,2022-03-16T14:37:09.836000+00:00
227,no_fire_Bolivia_point_38657.png,-16.2866,-63.2376,1647441426482,2022-03-16T14:37:06.482000+00:00
228,no_fire_Bolivia_point_38658.png,-16.0939,-64.5926,1601217437228,2020-09-27T14:37:17.228000+00:00
229,no_fire_Bolivia_point_38660.png,-16.1086,-64.5955,1637505431849,2021-11-21T14:37:11.849000+00:00
230,no_fire_Bolivia_point_38661.png,-16.1138,-64.5673,1605969434628,2020-11-21T14:37:14.628000+00:00
231,no_fire_Bolivia_point_38663.png,-16.1281,-64.5762,1709217431639,2024-02-29T14:37:11.639000+00:00
232,no_fire_Bolivia_point_38686.png,-14.9176,-63.43,1679841412386,2023-03-26T14:36:52.386000+00:00
233,no_fire_Bolivia_point_38694.png,-16.2991,-64.4124,1603377449944,2020-10-22T14:37:29.944000+00:00
234,no_fire_Bolivia_point_38695.png,-16.2932,-64.4159,1667745450530,2022-11-06T14:37:30.530000+00:00
235,no_fire_Bolivia_point_38711.png,-14.0039,-63.9529,1658241414344,2022-07-19T14:36:54.344000+00:00
236,no_fire_Bolivia_point_38712.png,-13.9879,-63.9497,1608129400350,2020-12-16T14:36:40.350000+00:00
237,no_fire_Bolivia_point_42376.png,-13.6574,-66.9338,1695653208258,2023-09-25T14:46:48.258000+00:00
238,no_fire_Bolivia_point_50322.png,-13.1423,-65.8815,1664117188673,2022-09-25T14:46:28.673000+00:00
239,no_fire_Bolivia_point_50490.png,-15.57,-65.4405,1605969429906,2020-11-21T14:37:09.906000+00:00
240,no_fire_Bolivia_point_50493.png,-15.574,-65.4473,1623681436153,2021-06-14T14:37:16.153000+00:00
