index,filename,latitude,longitude,datetime_str
100,no_fire_Bolivia_point_100.png,-14.4948,-63.7909,2024-05-04T05:56:00
103,no_fire_Bolivia_point_103.png,-13.9976,-63.9886,2023-08-08T05:56:00
101,no_fire_Bolivia_point_101.png,-14.4901,-63.7822,2023-08-03T05:56:00
104,no_fire_Bolivia_point_104.png,-13.3955,-64.2312,2024-04-29T05:55:00
106,no_fire_Bolivia_point_106.png,-13.5996,-64.1192,2023-05-30T05:55:00
105,no_fire_Bolivia_point_105.png,-13.398,-64.2367,2023-10-22T05:55:00
107,no_fire_Bolivia_point_107.png,-13.6032,-64.125,2024-03-10T05:55:00
108,no_fire_Bolivia_point_108.png,-12.9022,-65.0881,2024-03-23T13:40:00
109,no_fire_Bolivia_point_109.png,-11.5082,-65.4132,2024-04-07T13:40:00
110,no_fire_Bolivia_point_110.png,-12.9121,-65.0897,2023-11-09T13:40:00
111,no_fire_Bolivia_point_111.png,-12.9201,-65.1026,2024-01-18T13:40:00
113,no_fire_Bolivia_point_113.png,-12.9118,-65.0903,2024-06-01T06:13:00
112,no_fire_Bolivia_point_112.png,-12.9219,-65.0912,2023-10-05T13:40:00
116,no_fire_Bolivia_point_116.png,-14.4294,-61.7265,2023-07-11T13:01:00
115,no_fire_Bolivia_point_115.png,-11.5087,-65.416,2024-04-12T06:13:00
117,no_fire_Bolivia_point_117.png,-13.3986,-61.9658,2024-05-16T13:00:00
118,no_fire_Bolivia_point_118.png,-14.6922,-60.6746,2023-07-06T05:34:00
119,no_fire_Bolivia_point_119.png,-13.1747,-67.9264,2024-04-15T13:58:00
120,no_fire_Bolivia_point_120.png,-13.1752,-67.9241,2023-12-07T06:31:00
121,no_fire_Bolivia_point_121.png,-17.9017,-59.2776,2024-07-07T19:01:00
122,no_fire_Bolivia_point_122.png,-17.2947,-59.8785,2023-12-10T19:01:00
123,no_fire_Bolivia_point_123.png,-17.2938,-59.8837,2024-07-27T19:01:00
124,no_fire_Bolivia_point_124.png,-18.1139,-58.6302,2024-02-13T12:40:00
125,no_fire_Bolivia_point_125.png,-18.1143,-58.6238,2024-05-03T12:40:00
127,no_fire_Bolivia_point_127.png,-15.5011,-65.4234,2024-04-12T13:37:00
126,no_fire_Bolivia_point_126.png,-15.499,-65.4362,2023-12-04T13:37:00
129,no_fire_Bolivia_point_129.png,-15.3274,-65.6233,2023-07-27T13:37:00
128,no_fire_Bolivia_point_128.png,-15.5094,-65.438,2024-04-07T13:37:00
130,no_fire_Bolivia_point_130.png,-15.3295,-65.61,2023-11-04T13:37:00
132,no_fire_Bolivia_point_132.png,-15.3401,-65.6118,2024-02-17T13:37:00
131,no_fire_Bolivia_point_131.png,-15.338,-65.6251,2024-02-12T13:37:00
133,no_fire_Bolivia_point_133.png,-15.3422,-65.6319,2023-12-14T13:37:00
134,no_fire_Bolivia_point_134.png,-15.3444,-65.6186,2023-11-19T13:37:00
135,no_fire_Bolivia_point_135.png,-15.355,-65.6204,2023-09-15T13:37:00
137,no_fire_Bolivia_point_137.png,-15.3309,-65.6067,2024-07-11T06:10:00
136,no_fire_Bolivia_point_136.png,-14.8316,-65.8889,2023-10-05T06:10:00
140,no_fire_Bolivia_point_140.png,-15.4985,-65.4329,2023-04-28T06:10:00
141,no_fire_Bolivia_point_141.png,-15.5012,-65.4171,2023-09-10T06:10:00
142,no_fire_Bolivia_point_142.png,-11.4263,-67.8921,2023-08-19T18:41:00
143,no_fire_Bolivia_point_143.png,-11.0186,-68.8165,2024-02-20T18:41:00
144,no_fire_Bolivia_point_144.png,-11.0298,-68.8149,2024-01-31T18:41:00
145,no_fire_Bolivia_point_145.png,-11.4226,-67.9125,2023-05-06T18:41:00
146,no_fire_Bolivia_point_146.png,-11.4208,-67.8995,2024-06-14T18:41:00
147,no_fire_Bolivia_point_147.png,-12.6078,-67.7318,2023-08-29T18:40:00
148,no_fire_Bolivia_point_148.png,-13.2144,-67.9162,2023-11-17T18:40:00
149,no_fire_Bolivia_point_149.png,-13.2126,-67.9024,2024-07-19T18:40:00
150,no_fire_Bolivia_point_150.png,-13.2108,-67.8885,2023-11-17T18:40:00
151,no_fire_Bolivia_point_151.png,-13.2235,-67.9009,2023-08-04T18:40:00
152,no_fire_Bolivia_point_152.png,-13.2325,-67.8856,2023-07-10T18:40:00
153,no_fire_Bolivia_point_153.png,-13.2706,-67.5578,2024-01-26T18:40:00
154,no_fire_Bolivia_point_154.png,-13.2689,-67.5447,2024-01-26T18:40:00
155,no_fire_Bolivia_point_155.png,-11.4216,-67.9118,2023-09-18T13:54:00
156,no_fire_Bolivia_point_156.png,-11.4233,-67.9009,2023-12-02T13:54:00
157,no_fire_Bolivia_point_157.png,-11.1919,-67.5405,2023-09-23T13:54:00
159,no_fire_Bolivia_point_159.png,-11.1824,-67.539,2024-02-10T13:54:00
158,no_fire_Bolivia_point_158.png,-11.1903,-67.5509,2023-06-10T13:54:00
160,no_fire_Bolivia_point_160.png,-11.1808,-67.5495,2024-05-15T13:54:00
161,no_fire_Bolivia_point_161.png,-13.2138,-67.9081,2023-12-07T13:54:00
162,no_fire_Bolivia_point_162.png,-13.2571,-67.558,2024-05-15T13:54:00
163,no_fire_Bolivia_point_163.png,-13.2493,-67.5465,2023-10-03T13:54:00
164,no_fire_Bolivia_point_164.png,-13.2478,-67.5565,2024-04-10T13:54:00
165,no_fire_Bolivia_point_165.png,-13.1182,-67.4887,2024-08-28T13:54:00
166,no_fire_Bolivia_point_166.png,-13.1167,-67.4987,2024-03-26T13:54:00
167,no_fire_Bolivia_point_167.png,-13.1074,-67.4973,2024-01-26T13:54:00
168,no_fire_Bolivia_point_168.png,-13.0135,-67.5074,2023-09-23T13:54:00
169,no_fire_Bolivia_point_169.png,-12.6662,-67.6152,2024-02-15T13:54:00
170,no_fire_Bolivia_point_170.png,-12.6646,-67.6254,2023-07-15T13:54:00
171,no_fire_Bolivia_point_171.png,-12.6568,-67.6137,2023-05-06T13:54:00
172,no_fire_Bolivia_point_172.png,-12.6552,-67.6239,2024-03-06T13:54:00
174,no_fire_Bolivia_point_174.png,-12.6442,-67.6327,2023-09-08T13:54:00
176,no_fire_Bolivia_point_176.png,-12.6332,-67.6415,2024-08-28T13:54:00
177,no_fire_Bolivia_point_177.png,-12.6316,-67.6518,2024-03-21T13:54:00
178,no_fire_Bolivia_point_178.png,-12.6126,-67.7122,2024-03-06T13:54:00
179,no_fire_Bolivia_point_179.png,-12.611,-67.7225,2024-05-20T13:54:00
181,no_fire_Bolivia_point_181.png,-12.6125,-67.7212,2023-08-19T06:27:00
180,no_fire_Bolivia_point_180.png,-12.6094,-67.7329,2024-06-24T13:54:00
182,no_fire_Bolivia_point_182.png,-12.6367,-67.6376,2023-12-12T06:27:00
183,no_fire_Bolivia_point_183.png,-12.6488,-67.6273,2024-07-24T06:27:00
184,no_fire_Bolivia_point_184.png,-12.659,-67.629,2024-05-05T06:27:00
185,no_fire_Bolivia_point_185.png,-12.6609,-67.6169,2023-08-24T06:27:00
186,no_fire_Bolivia_point_186.png,-12.6711,-67.6186,2023-12-22T06:27:00
187,no_fire_Bolivia_point_187.png,-13.0176,-67.5063,2023-11-27T06:27:00
188,no_fire_Bolivia_point_188.png,-13.2574,-67.5469,2023-05-21T06:27:00
189,no_fire_Bolivia_point_189.png,-15.1672,-63.3756,2023-09-27T18:00:00
190,no_fire_Bolivia_point_190.png,-15.1695,-63.3713,2024-07-08T18:00:00
191,no_fire_Bolivia_point_191.png,-14.9045,-63.4156,2023-06-19T18:00:00
192,no_fire_Bolivia_point_192.png,-14.9216,-63.4138,2023-11-26T18:00:00
193,no_fire_Bolivia_point_193.png,-14.9225,-63.3006,2023-10-27T18:00:00
195,no_fire_Bolivia_point_195.png,-14.9013,-63.4236,2023-10-07T18:00:00
194,no_fire_Bolivia_point_194.png,-14.9185,-63.4218,2023-11-26T18:00:00
196,no_fire_Bolivia_point_196.png,-14.5034,-62.5576,2023-08-18T18:00:00
197,no_fire_Bolivia_point_197.png,-14.2441,-63.1834,2024-01-05T18:00:00
198,no_fire_Bolivia_point_198.png,-14.0743,-63.9463,2024-06-03T18:00:00
199,no_fire_Bolivia_point_199.png,-14.0567,-63.9482,2023-12-11T18:00:00
200,no_fire_Bolivia_point_200.png,-14.0215,-63.952,2024-04-14T18:00:00
201,no_fire_Bolivia_point_201.png,-13.936,-63.3143,2024-04-14T18:00:00
202,no_fire_Bolivia_point_202.png,-13.9232,-63.3539,2023-07-09T18:00:00
203,no_fire_Bolivia_point_203.png,-13.9272,-63.3918,2024-07-28T18:00:00
204,no_fire_Bolivia_point_204.png,-13.9907,-63.9984,2023-10-22T18:00:00
205,no_fire_Bolivia_point_205.png,-13.9863,-63.9559,2023-12-21T18:00:00
206,no_fire_Bolivia_point_206.png,-13.9103,-63.3938,2024-08-22T18:00:00
207,no_fire_Bolivia_point_207.png,-13.9319,-63.319,2023-09-22T18:00:00
208,no_fire_Bolivia_point_208.png,-13.9863,-63.9596,2024-02-14T18:00:00
209,no_fire_Bolivia_point_209.png,-13.9236,-63.3963,2023-09-22T18:00:00
210,no_fire_Bolivia_point_210.png,-13.9025,-63.3604,2024-03-05T18:00:00
211,no_fire_Bolivia_point_211.png,-13.9067,-63.3983,2023-10-12T18:00:00
212,no_fire_Bolivia_point_212.png,-13.7144,-63.0897,2023-12-01T18:00:00
213,no_fire_Bolivia_point_213.png,-13.8229,-64.1155,2024-04-29T18:00:00
215,no_fire_Bolivia_point_215.png,-13.1309,-63.0126,2024-05-24T18:00:00
216,no_fire_Bolivia_point_216.png,-15.1497,-63.4377,2024-02-24T13:15:00
217,no_fire_Bolivia_point_217.png,-14.6249,-65.1545,2024-03-30T13:15:00
218,no_fire_Bolivia_point_218.png,-14.9236,-63.4319,2024-04-09T13:15:00
219,no_fire_Bolivia_point_219.png,-14.9098,-63.4294,2023-06-29T13:15:00
220,no_fire_Bolivia_point_220.png,-14.9141,-63.4052,2023-06-09T13:15:00
223,no_fire_Bolivia_point_223.png,-14.002,-63.9477,2024-02-09T13:15:00
224,no_fire_Bolivia_point_224.png,-15.2736,-65.126,2024-03-20T13:15:00
225,no_fire_Bolivia_point_225.png,-15.8603,-64.5264,2023-05-20T13:15:00
226,no_fire_Bolivia_point_226.png,-16.0211,-64.5713,2024-01-30T13:15:00
227,no_fire_Bolivia_point_227.png,-16.2866,-63.2376,2023-10-12T13:15:00
229,no_fire_Bolivia_point_229.png,-16.1086,-64.5955,2023-12-16T13:15:00
228,no_fire_Bolivia_point_228.png,-16.0939,-64.5926,2023-05-20T13:15:00
230,no_fire_Bolivia_point_230.png,-16.1138,-64.5673,2023-09-12T13:15:00
231,no_fire_Bolivia_point_231.png,-16.1281,-64.5762,2024-04-04T13:15:00
232,no_fire_Bolivia_point_232.png,-14.9176,-63.43,2024-04-19T05:48:00
233,no_fire_Bolivia_point_233.png,-16.2991,-64.4124,2023-07-04T05:48:00
234,no_fire_Bolivia_point_234.png,-16.2932,-64.4159,2024-02-24T05:48:00
235,no_fire_Bolivia_point_235.png,-14.0039,-63.9529,2023-12-11T05:47:00
236,no_fire_Bolivia_point_236.png,-13.9879,-63.9497,2023-09-12T05:47:00
237,no_fire_Bolivia_point_237.png,-13.6574,-66.9338,2023-09-20T06:05:00
238,no_fire_Bolivia_point_238.png,-13.1423,-65.8815,2023-07-07T18:14:00
239,no_fire_Bolivia_point_239.png,-15.57,-65.4405,2024-06-26T18:13:00
240,no_fire_Bolivia_point_240.png,-15.574,-65.4473,2023-11-24T18:13:00
241,no_fire_Bolivia_point_241.png,-15.3534,-65.5163,2023-07-07T18:13:00
242,no_fire_Bolivia_point_242.png,-15.1281,-65.3964,2024-03-28T18:13:00
244,no_fire_Bolivia_point_244.png,-15.0751,-65.1895,2023-04-28T18:13:00
243,no_fire_Bolivia_point_243.png,-15.1127,-65.3982,2023-11-09T18:13:00
245,no_fire_Bolivia_point_245.png,-15.0973,-65.4,2024-05-12T18:13:00
246,no_fire_Bolivia_point_246.png,-15.0774,-65.194,2024-06-06T18:13:00
247,no_fire_Bolivia_point_247.png,-15.1012,-65.4042,2023-12-09T18:13:00
248,no_fire_Bolivia_point_248.png,-14.7803,-65.2474,2023-11-04T18:13:00
249,no_fire_Bolivia_point_249.png,-14.777,-65.2181,2024-01-28T18:13:00
250,no_fire_Bolivia_point_250.png,-14.7652,-65.2492,2023-12-29T18:13:00
251,no_fire_Bolivia_point_251.png,-14.7501,-65.2509,2023-10-15T18:13:00
252,no_fire_Bolivia_point_252.png,-14.6442,-65.3885,2023-05-28T18:13:00
253,no_fire_Bolivia_point_253.png,-14.6474,-65.4187,2023-10-05T18:13:00
254,no_fire_Bolivia_point_254.png,-14.6466,-65.3949,2024-01-08T18:13:00
255,no_fire_Bolivia_point_255.png,-14.6083,-65.9089,2024-07-06T18:13:00
256,no_fire_Bolivia_point_256.png,-14.5924,-65.9107,2023-12-14T18:13:00
258,no_fire_Bolivia_point_258.png,-14.5835,-65.9164,2023-06-17T18:13:00
257,no_fire_Bolivia_point_257.png,-14.5993,-65.9146,2024-01-23T18:13:00
259,no_fire_Bolivia_point_259.png,-15.105,-65.3867,2024-04-22T13:29:00
260,no_fire_Bolivia_point_260.png,-15.1082,-65.368,2024-05-17T13:29:00
261,no_fire_Bolivia_point_261.png,-15.0755,-65.1911,2024-02-27T13:29:00
262,no_fire_Bolivia_point_262.png,-15.0848,-65.1857,2023-11-29T13:29:00
263,no_fire_Bolivia_point_263.png,-15.0787,-65.1729,2023-05-13T13:29:00
264,no_fire_Bolivia_point_264.png,-14.761,-65.2414,2023-08-01T13:29:00
265,no_fire_Bolivia_point_265.png,-14.5943,-65.9023,2023-07-02T13:29:00
267,no_fire_Bolivia_point_267.png,-14.5937,-65.9169,2024-05-27T13:29:00
266,no_fire_Bolivia_point_266.png,-14.5972,-65.8959,2024-05-02T13:29:00
268,no_fire_Bolivia_point_268.png,-14.6407,-65.4074,2023-04-13T13:29:00
269,no_fire_Bolivia_point_269.png,-14.4733,-65.8457,2024-08-25T13:29:00
270,no_fire_Bolivia_point_270.png,-14.319,-65.1299,2024-05-02T13:29:00
271,no_fire_Bolivia_point_271.png,-15.0926,-65.3845,2023-10-20T13:29:00
272,no_fire_Bolivia_point_272.png,-15.5744,-65.4333,2023-12-04T13:29:00
274,no_fire_Bolivia_point_274.png,-15.5722,-65.426,2024-04-17T13:29:00
273,no_fire_Bolivia_point_273.png,-15.569,-65.4446,2024-02-12T13:29:00
275,no_fire_Bolivia_point_275.png,-13.1452,-65.8802,2023-04-23T06:01:00
276,no_fire_Bolivia_point_276.png,-14.4571,-65.8426,2024-03-18T06:01:00
277,no_fire_Bolivia_point_277.png,-14.4712,-65.8454,2024-03-03T06:01:00
279,no_fire_Bolivia_point_279.png,-14.6437,-65.4058,2024-01-03T06:01:00
278,no_fire_Bolivia_point_278.png,-14.4617,-65.8486,2024-02-12T06:01:00
280,no_fire_Bolivia_point_280.png,-15.0774,-65.1713,2024-02-17T06:01:00
281,no_fire_Bolivia_point_281.png,-15.094,-65.3828,2024-07-11T06:01:00
282,no_fire_Bolivia_point_282.png,-13.2713,-67.9279,2023-10-23T18:31:00
283,no_fire_Bolivia_point_283.png,-18.1084,-57.8552,2023-09-28T18:30:00
284,no_fire_Bolivia_point_284.png,-18.0869,-57.7812,2024-04-15T18:30:00
285,no_fire_Bolivia_point_285.png,-18.0773,-57.7826,2023-10-13T18:30:00
286,no_fire_Bolivia_point_286.png,-18.079,-57.7935,2024-01-16T18:30:00
287,no_fire_Bolivia_point_287.png,-18.066,-57.7733,2023-12-27T18:30:00
288,no_fire_Bolivia_point_288.png,-18.0677,-57.7842,2023-11-27T18:30:00
289,no_fire_Bolivia_point_289.png,-18.0695,-57.7951,2023-07-20T18:30:00
290,no_fire_Bolivia_point_290.png,-18.0582,-57.7858,2023-07-30T18:30:00
291,no_fire_Bolivia_point_291.png,-18.0599,-57.7968,2023-08-14T18:30:00
292,no_fire_Bolivia_point_292.png,-18.0617,-57.8078,2023-08-09T18:30:00
293,no_fire_Bolivia_point_293.png,-18.0486,-57.7874,2023-11-12T18:30:00
294,no_fire_Bolivia_point_294.png,-18.0521,-57.8093,2024-06-19T18:30:00
295,no_fire_Bolivia_point_295.png,-18.039,-57.7891,2023-12-22T18:30:00
297,no_fire_Bolivia_point_297.png,-18.1169,-57.8365,2023-11-02T13:47:00
296,no_fire_Bolivia_point_296.png,-18.1147,-57.8564,2024-02-25T13:47:00
298,no_fire_Bolivia_point_298.png,-12.8341,-67.7635,2024-03-01T13:46:00
300,no_fire_Bolivia_point_300.png,-12.7154,-67.8556,2023-10-03T13:46:00
301,no_fire_Bolivia_point_301.png,-12.7265,-67.8575,2023-11-17T13:46:00
302,no_fire_Bolivia_point_302.png,-12.7261,-67.8513,2023-10-03T13:46:00
303,no_fire_Cuba_point_303.png,22.1696,-80.7673,2024-10-01T15:28:00
304,no_fire_Cuba_point_304.png,22.5823,-83.0815,2024-08-05T19:10:00
305,no_fire_Cuba_point_305.png,22.1696,-80.7673,2024-06-08T15:28:00
306,no_fire_Cuba_point_306.png,22.9927,-82.8084,2023-12-14T19:10:00
307,no_fire_Cuba_point_307.png,22.7966,-82.8335,2023-10-20T19:10:00
308,no_fire_Cuba_point_308.png,22.5823,-83.0815,2024-08-15T19:10:00
309,no_fire_Cuba_point_309.png,22.6605,-82.8677,2024-08-20T19:10:00
310,no_fire_Cuba_point_310.png,22.8261,-82.688,2024-02-27T19:10:00
311,no_fire_Cuba_point_311.png,22.9868,-82.8135,2024-05-27T19:10:00
312,no_fire_Cuba_point_312.png,22.6605,-82.8677,2023-12-19T19:10:00
313,no_fire_Cuba_point_313.png,22.8261,-82.688,2024-01-13T19:10:00
314,no_fire_Cuba_point_314.png,22.7966,-82.8335,2024-05-27T19:10:00
315,no_fire_Cuba_point_315.png,22.9868,-82.8135,2024-01-18T19:10:00
316,no_fire_Cuba_point_316.png,22.4429,-83.3214,2024-07-01T19:09:00
317,no_fire_Cuba_point_317.png,22.9927,-82.8084,2024-04-07T19:10:00
318,no_fire_Cuba_point_318.png,22.4429,-83.3214,2023-08-31T19:09:00
319,no_fire_Cuba_point_319.png,22.9986,-82.8145,2024-04-17T15:46:00
320,no_fire_Cuba_point_320.png,22.9986,-82.8145,2024-01-18T15:46:00
321,no_fire_Cuba_point_321.png,22.7345,-82.0844,2024-04-27T19:05:00
322,no_fire_Cuba_point_322.png,22.7345,-82.0844,2023-07-22T19:05:00
323,no_fire_Cuba_point_323.png,22.7404,-82.0928,2023-07-12T19:05:00
324,no_fire_Cuba_point_324.png,22.7404,-82.0928,2024-01-03T19:05:00
325,no_fire_Cuba_point_325.png,21.6318,-82.5981,2023-09-25T15:28:00
326,no_fire_Cuba_point_326.png,21.6334,-82.6081,2024-06-21T15:28:00
327,no_fire_Cuba_point_327.png,21.6318,-82.5981,2024-05-27T15:28:00
328,no_fire_Cuba_point_328.png,21.6334,-82.6081,2023-09-20T15:28:00
329,no_fire_Cuba_point_329.png,20.5284,-76.1534,2023-11-05T15:03:00
330,no_fire_Cuba_point_330.png,23.0351,-80.6513,2023-07-29T18:58:00
