index,filename,country,latitude,longitude,datetime_str
24,no_fire_Bolivia_point_4005.png,Bolivia,-15.8812,-64.0416,2023-09-07T06:11:00
25,no_fire_Bolivia_point_4006.png,Bolivia,-15.8834,-64.0282,2023-12-06T06:11:00
26,no_fire_Bolivia_point_4031.png,Bolivia,-14.3551,-62.5704,2023-06-14T06:10:00
27,no_fire_Bolivia_point_4032.png,Bolivia,-14.3533,-62.5818,2023-09-22T06:10:00
28,no_fire_Bolivia_point_4034.png,Bolivia,-14.2099,-62.7756,2024-05-09T06:10:00
29,no_fire_Bolivia_point_4035.png,Bolivia,-14.208,-62.7873,2024-01-25T06:10:00
30,no_fire_Bolivia_point_4048.png,Bolivia,-13.7233,-63.5517,2023-10-02T06:10:00
31,no_fire_Bolivia_point_4049.png,Bolivia,-13.715,-63.5365,2024-07-18T06:10:00
32,no_fire_Bolivia_point_4050.png,Bolivia,-13.7127,-63.5498,2024-04-09T06:10:00
33,no_fire_Bolivia_point_4068.png,Bolivia,-14.9755,-64.1481,2023-12-11T06:10:00
34,no_fire_Bolivia_point_4069.png,Bolivia,-14.9779,-64.134,2023-12-11T06:10:00
35,no_fire_Bolivia_point_5508.png,Bolivia,-14.0603,-65.9701,2023-12-09T13:52:00
36,no_fire_Bolivia_point_5509.png,Bolivia,-14.0705,-65.9623,2024-04-22T13:52:00
37,no_fire_Bolivia_point_5510.png,Bolivia,-14.0741,-66.0003,2023-08-26T13:52:00
38,no_fire_Bolivia_point_5511.png,Bolivia,-14.0754,-65.9911,2023-09-25T13:52:00
39,no_fire_Bolivia_point_5600.png,Bolivia,-12.4707,-64.8559,2024-05-17T13:51:00
40,no_fire_Bolivia_point_5601.png,Bolivia,-12.4605,-64.8636,2023-11-29T13:51:00
41,no_fire_Bolivia_point_5605.png,Bolivia,-12.4618,-64.8546,2024-02-07T13:51:00
42,no_fire_Bolivia_point_6367.png,Bolivia,-14.2256,-62.5309,2023-11-11T13:30:00
43,no_fire_Bolivia_point_6368.png,Bolivia,-14.2273,-62.52,2024-08-07T13:30:00
44,no_fire_Bolivia_point_6402.png,Bolivia,-14.2265,-62.5173,2024-01-05T06:03:00
45,no_fire_Bolivia_point_6407.png,Bolivia,-14.2241,-62.5315,2024-03-20T06:03:00
46,no_fire_Bolivia_point_7666.png,Bolivia,-11.2421,-67.5728,2024-06-19T14:06:00
47,no_fire_Bolivia_point_7675.png,Bolivia,-11.2993,-67.6894,2024-04-10T14:06:00
48,no_fire_Bolivia_point_7676.png,Bolivia,-11.3006,-67.6803,2023-12-02T14:06:00
49,no_fire_Bolivia_point_7677.png,Bolivia,-11.3019,-67.6712,2024-06-24T14:06:00
50,no_fire_Bolivia_point_7679.png,Bolivia,-11.3082,-67.6907,2023-10-08T14:06:00
51,no_fire_Bolivia_point_7680.png,Bolivia,-11.3095,-67.6816,2024-02-10T14:06:00
52,no_fire_Bolivia_point_7681.png,Bolivia,-11.3108,-67.6725,2024-05-15T14:06:00
53,no_fire_Bolivia_point_7759.png,Bolivia,-14.1862,-68.3712,2023-08-09T14:06:00
54,no_fire_Bolivia_point_7760.png,Bolivia,-14.1875,-68.3621,2024-05-10T14:06:00
55,no_fire_Bolivia_point_7761.png,Bolivia,-14.1888,-68.3529,2024-03-21T14:06:00
56,no_fire_Bolivia_point_7814.png,Bolivia,-11.351,-67.2649,2024-01-21T06:39:00
57,no_fire_Bolivia_point_7821.png,Bolivia,-11.3057,-67.6816,2024-07-24T06:39:00
58,no_fire_Bolivia_point_7822.png,Bolivia,-11.3071,-67.6723,2023-11-22T06:39:00
59,no_fire_Bolivia_point_8051.png,Bolivia,-12.8909,-64.7479,2024-06-08T13:26:00
60,no_fire_Bolivia_point_8052.png,Bolivia,-12.9033,-64.75,2024-04-04T13:26:00
61,no_fire_Bolivia_point_8053.png,Bolivia,-12.9065,-64.7311,2024-01-25T13:26:00
62,no_fire_Bolivia_point_8055.png,Bolivia,-12.922,-64.7146,2023-11-26T13:26:00
63,no_fire_Bolivia_point_8067.png,Bolivia,-13.1197,-64.7293,2023-12-11T13:26:00
64,no_fire_Bolivia_point_8105.png,Bolivia,-13.7676,-64.6919,2024-02-04T13:26:00
65,no_fire_Bolivia_point_8106.png,Bolivia,-13.7705,-64.6739,2024-02-04T13:26:00
66,no_fire_Bolivia_point_8108.png,Bolivia,-13.7615,-64.6793,2024-07-03T13:26:00
67,no_fire_Bolivia_point_8109.png,Bolivia,-13.7706,-64.6995,2024-08-02T13:26:00
68,no_fire_Bolivia_point_8110.png,Bolivia,-13.7737,-64.6814,2023-08-13T13:26:00
69,no_fire_Bolivia_point_8111.png,Bolivia,-13.7768,-64.6635,2023-11-16T13:26:00
70,no_fire_Bolivia_point_8117.png,Bolivia,-13.8868,-64.7071,2024-07-03T13:26:00
71,no_fire_Bolivia_point_8121.png,Bolivia,-14.0437,-63.9884,2024-01-30T13:26:00
72,no_fire_Bolivia_point_8245.png,Bolivia,-14.196,-64.2287,2024-04-14T06:00:00
73,no_fire_Bolivia_point_8255.png,Bolivia,-14.2031,-64.2373,2024-05-04T06:00:00
74,no_fire_Bolivia_point_8256.png,Bolivia,-14.2072,-64.2153,2023-10-02T06:00:00
75,no_fire_Bolivia_point_8313.png,Bolivia,-12.9714,-64.3684,2023-11-21T05:59:00
76,no_fire_Bolivia_point_8315.png,Bolivia,-12.978,-64.375,2024-02-09T05:59:00
77,no_fire_Bolivia_point_8332.png,Bolivia,-13.762,-64.673,2023-08-13T05:59:00
78,no_fire_Bolivia_point_8338.png,Bolivia,-13.7653,-64.6816,2024-06-03T05:59:00
79,no_fire_Bolivia_point_8360.png,Bolivia,-13.9007,-64.6874,2024-05-09T05:59:00
80,no_fire_Bolivia_point_10940.png,Bolivia,-13.9295,-65.2332,2024-03-18T13:44:00
81,no_fire_Bolivia_point_10950.png,Bolivia,-13.6305,-67.5411,2023-09-10T13:44:00
82,no_fire_Bolivia_point_10951.png,Bolivia,-13.6327,-67.5274,2024-03-18T13:44:00
83,no_fire_Bolivia_point_11160.png,Bolivia,-13.6248,-67.523,2023-10-05T06:17:00
84,no_fire_Bolivia_point_14112.png,Bolivia,-13.2239,-67.7086,2023-09-03T14:02:00
85,no_fire_Bolivia_point_14113.png,Bolivia,-13.2341,-67.7009,2024-02-25T14:02:00
86,no_fire_Bolivia_point_15025.png,Bolivia,-15.5875,-65.4386,2023-05-20T13:23:00
87,no_fire_Bolivia_point_15026.png,Bolivia,-15.5942,-65.4469,2024-03-20T13:23:00
88,no_fire_Bolivia_point_15028.png,Bolivia,-15.7419,-65.5282,2024-02-14T13:23:00
89,no_fire_Bolivia_point_15029.png,Bolivia,-15.7527,-65.5134,2024-04-14T13:23:00
90,no_fire_Bolivia_point_15034.png,Bolivia,-16.2335,-64.6005,2024-02-24T13:23:00
91,no_fire_Bolivia_point_15045.png,Bolivia,-14.24,-62.8294,2024-05-14T13:23:00
92,no_fire_Bolivia_point_15067.png,Bolivia,-14.6223,-62.749,2023-12-26T13:23:00
93,no_fire_Bolivia_point_15111.png,Bolivia,-13.8544,-63.8803,2023-09-22T13:22:00
94,no_fire_Bolivia_point_15116.png,Bolivia,-13.2803,-63.129,2023-12-21T13:22:00
95,no_fire_Bolivia_point_15124.png,Bolivia,-15.7504,-65.5312,2023-06-24T05:56:00
96,no_fire_Bolivia_point_15125.png,Bolivia,-15.7524,-65.527,2024-02-24T05:56:00
97,no_fire_Bolivia_point_15126.png,Bolivia,-15.7372,-65.5238,2024-04-09T05:56:00
98,no_fire_Bolivia_point_15127.png,Bolivia,-15.6707,-65.5417,2024-01-15T05:56:00
99,no_fire_Bolivia_point_15172.png,Bolivia,-14.4992,-63.7674,2024-01-15T05:56:00
100,no_fire_Bolivia_point_15173.png,Bolivia,-14.4948,-63.7909,2024-05-04T05:56:00
101,no_fire_Bolivia_point_15174.png,Bolivia,-14.4901,-63.7822,2023-08-03T05:56:00
102,no_fire_Bolivia_point_15175.png,Bolivia,-14.6084,-62.7408,2024-03-30T05:56:00
103,no_fire_Bolivia_point_15230.png,Bolivia,-13.9976,-63.9886,2023-08-08T05:56:00
104,no_fire_Bolivia_point_15262.png,Bolivia,-13.3955,-64.2312,2024-04-29T05:55:00
105,no_fire_Bolivia_point_15269.png,Bolivia,-13.398,-64.2367,2023-10-22T05:55:00
106,no_fire_Bolivia_point_15273.png,Bolivia,-13.5996,-64.1192,2023-05-30T05:55:00
107,no_fire_Bolivia_point_15276.png,Bolivia,-13.6032,-64.125,2024-03-10T05:55:00
108,no_fire_Bolivia_point_16936.png,Bolivia,-12.9022,-65.0881,2024-03-23T13:40:00
109,no_fire_Bolivia_point_16937.png,Bolivia,-11.5082,-65.4132,2024-04-07T13:40:00
110,no_fire_Bolivia_point_16939.png,Bolivia,-12.9121,-65.0897,2023-11-09T13:40:00
111,no_fire_Bolivia_point_16942.png,Bolivia,-12.9201,-65.1026,2024-01-18T13:40:00
112,no_fire_Bolivia_point_16943.png,Bolivia,-12.9219,-65.0912,2023-10-05T13:40:00
113,no_fire_Bolivia_point_17986.png,Bolivia,-12.9118,-65.0903,2024-06-01T06:13:00
114,no_fire_Bolivia_point_17999.png,Bolivia,-11.5071,-65.4063,2024-03-13T06:13:00
115,no_fire_Bolivia_point_18000.png,Bolivia,-11.5087,-65.416,2024-04-12T06:13:00
116,no_fire_Bolivia_point_18328.png,Bolivia,-14.4294,-61.7265,2023-07-11T13:01:00
117,no_fire_Bolivia_point_18337.png,Bolivia,-13.3986,-61.9658,2024-05-16T13:00:00
118,no_fire_Bolivia_point_18350.png,Bolivia,-14.6922,-60.6746,2023-07-06T05:34:00
119,no_fire_Bolivia_point_20159.png,Bolivia,-13.1747,-67.9264,2024-04-15T13:58:00
120,no_fire_Bolivia_point_20600.png,Bolivia,-13.1752,-67.9241,2023-12-07T06:31:00
121,no_fire_Bolivia_point_22687.png,Bolivia,-17.9017,-59.2776,2024-07-07T19:01:00
122,no_fire_Bolivia_point_22698.png,Bolivia,-17.2947,-59.8785,2023-12-10T19:01:00
123,no_fire_Bolivia_point_22699.png,Bolivia,-17.2938,-59.8837,2024-07-27T19:01:00
124,no_fire_Bolivia_point_23085.png,Bolivia,-18.1139,-58.6302,2024-02-13T12:40:00
125,no_fire_Bolivia_point_23086.png,Bolivia,-18.1143,-58.6238,2024-05-03T12:40:00
126,no_fire_Bolivia_point_27284.png,Bolivia,-15.499,-65.4362,2023-12-04T13:37:00
127,no_fire_Bolivia_point_27285.png,Bolivia,-15.5011,-65.4234,2024-04-12T13:37:00
128,no_fire_Bolivia_point_27288.png,Bolivia,-15.5094,-65.438,2024-04-07T13:37:00
129,no_fire_Bolivia_point_28317.png,Bolivia,-15.3274,-65.6233,2023-07-27T13:37:00
130,no_fire_Bolivia_point_28318.png,Bolivia,-15.3295,-65.61,2023-11-04T13:37:00
131,no_fire_Bolivia_point_28325.png,Bolivia,-15.338,-65.6251,2024-02-12T13:37:00
132,no_fire_Bolivia_point_28326.png,Bolivia,-15.3401,-65.6118,2024-02-17T13:37:00
133,no_fire_Bolivia_point_28337.png,Bolivia,-15.3422,-65.6319,2023-12-14T13:37:00
134,no_fire_Bolivia_point_28338.png,Bolivia,-15.3444,-65.6186,2023-11-19T13:37:00
135,no_fire_Bolivia_point_28340.png,Bolivia,-15.355,-65.6204,2023-09-15T13:37:00
136,no_fire_Bolivia_point_29207.png,Bolivia,-14.8316,-65.8889,2023-10-05T06:10:00
137,no_fire_Bolivia_point_29271.png,Bolivia,-15.3309,-65.6067,2024-07-11T06:10:00
138,no_fire_Bolivia_point_29268.png,Bolivia,-15.3193,-65.6045,2024-04-07T06:10:00
139,no_fire_Bolivia_point_29275.png,Bolivia,-15.3426,-65.6088,2024-04-07T06:10:00
140,no_fire_Bolivia_point_29288.png,Bolivia,-15.4985,-65.4329,2023-04-28T06:10:00
141,no_fire_Bolivia_point_29289.png,Bolivia,-15.5012,-65.4171,2023-09-10T06:10:00
142,no_fire_Bolivia_point_31906.png,Bolivia,-11.4263,-67.8921,2023-08-19T18:41:00
143,no_fire_Bolivia_point_32080.png,Bolivia,-11.0186,-68.8165,2024-02-20T18:41:00
144,no_fire_Bolivia_point_32081.png,Bolivia,-11.0298,-68.8149,2024-01-31T18:41:00
145,no_fire_Bolivia_point_32117.png,Bolivia,-11.4226,-67.9125,2023-05-06T18:41:00
146,no_fire_Bolivia_point_32118.png,Bolivia,-11.4208,-67.8995,2024-06-14T18:41:00
147,no_fire_Bolivia_point_33535.png,Bolivia,-12.6078,-67.7318,2023-08-29T18:40:00
148,no_fire_Bolivia_point_33638.png,Bolivia,-13.2144,-67.9162,2023-11-17T18:40:00
149,no_fire_Bolivia_point_33639.png,Bolivia,-13.2126,-67.9024,2024-07-19T18:40:00
150,no_fire_Bolivia_point_33640.png,Bolivia,-13.2108,-67.8885,2023-11-17T18:40:00
151,no_fire_Bolivia_point_33643.png,Bolivia,-13.2235,-67.9009,2023-08-04T18:40:00
152,no_fire_Bolivia_point_33649.png,Bolivia,-13.2325,-67.8856,2023-07-10T18:40:00
153,no_fire_Bolivia_point_33664.png,Bolivia,-13.2706,-67.5578,2024-01-26T18:40:00
154,no_fire_Bolivia_point_33665.png,Bolivia,-13.2689,-67.5447,2024-01-26T18:40:00
155,no_fire_Bolivia_point_35294.png,Bolivia,-11.4216,-67.9118,2023-09-18T13:54:00
156,no_fire_Bolivia_point_35293.png,Bolivia,-11.4233,-67.9009,2023-12-02T13:54:00
157,no_fire_Bolivia_point_35304.png,Bolivia,-11.1919,-67.5405,2023-09-23T13:54:00
158,no_fire_Bolivia_point_35305.png,Bolivia,-11.1903,-67.5509,2023-06-10T13:54:00
159,no_fire_Bolivia_point_35307.png,Bolivia,-11.1824,-67.539,2024-02-10T13:54:00
160,no_fire_Bolivia_point_35308.png,Bolivia,-11.1808,-67.5495,2024-05-15T13:54:00
161,no_fire_Bolivia_point_35356.png,Bolivia,-13.2138,-67.9081,2023-12-07T13:54:00
162,no_fire_Bolivia_point_35364.png,Bolivia,-13.2571,-67.558,2024-05-15T13:54:00
163,no_fire_Bolivia_point_35369.png,Bolivia,-13.2493,-67.5465,2023-10-03T13:54:00
164,no_fire_Bolivia_point_35370.png,Bolivia,-13.2478,-67.5565,2024-04-10T13:54:00
165,no_fire_Bolivia_point_35388.png,Bolivia,-13.1182,-67.4887,2024-08-28T13:54:00
166,no_fire_Bolivia_point_35389.png,Bolivia,-13.1167,-67.4987,2024-03-26T13:54:00
167,no_fire_Bolivia_point_35395.png,Bolivia,-13.1074,-67.4973,2024-01-26T13:54:00
168,no_fire_Bolivia_point_35421.png,Bolivia,-13.0135,-67.5074,2023-09-23T13:54:00
169,no_fire_Bolivia_point_35533.png,Bolivia,-12.6662,-67.6152,2024-02-15T13:54:00
170,no_fire_Bolivia_point_35534.png,Bolivia,-12.6646,-67.6254,2023-07-15T13:54:00
171,no_fire_Bolivia_point_35539.png,Bolivia,-12.6568,-67.6137,2023-05-06T13:54:00
172,no_fire_Bolivia_point_35540.png,Bolivia,-12.6552,-67.6239,2024-03-06T13:54:00
173,no_fire_Bolivia_point_35545.png,Bolivia,-12.6458,-67.6225,2024-01-21T13:54:00
174,no_fire_Bolivia_point_35546.png,Bolivia,-12.6442,-67.6327,2023-09-08T13:54:00
175,no_fire_Bolivia_point_35548.png,Bolivia,-12.6348,-67.6312,2024-01-01T13:54:00
176,no_fire_Bolivia_point_35549.png,Bolivia,-12.6332,-67.6415,2024-08-28T13:54:00
177,no_fire_Bolivia_point_35550.png,Bolivia,-12.6316,-67.6518,2024-03-21T13:54:00
178,no_fire_Bolivia_point_35551.png,Bolivia,-12.6126,-67.7122,2024-03-06T13:54:00
179,no_fire_Bolivia_point_35552.png,Bolivia,-12.611,-67.7225,2024-05-20T13:54:00
180,no_fire_Bolivia_point_35553.png,Bolivia,-12.6094,-67.7329,2024-06-24T13:54:00
181,no_fire_Bolivia_point_36767.png,Bolivia,-12.6125,-67.7212,2023-08-19T06:27:00
182,no_fire_Bolivia_point_36770.png,Bolivia,-12.6367,-67.6376,2023-12-12T06:27:00
183,no_fire_Bolivia_point_36772.png,Bolivia,-12.6488,-67.6273,2024-07-24T06:27:00
184,no_fire_Bolivia_point_36774.png,Bolivia,-12.659,-67.629,2024-05-05T06:27:00
185,no_fire_Bolivia_point_36775.png,Bolivia,-12.6609,-67.6169,2023-08-24T06:27:00
186,no_fire_Bolivia_point_36778.png,Bolivia,-12.6711,-67.6186,2023-12-22T06:27:00
187,no_fire_Bolivia_point_36853.png,Bolivia,-13.0176,-67.5063,2023-11-27T06:27:00
188,no_fire_Bolivia_point_36882.png,Bolivia,-13.2574,-67.5469,2023-05-21T06:27:00
189,no_fire_Bolivia_point_38077.png,Bolivia,-15.1672,-63.3756,2023-09-27T18:00:00
190,no_fire_Bolivia_point_38075.png,Bolivia,-15.1695,-63.3713,2024-07-08T18:00:00
191,no_fire_Bolivia_point_38094.png,Bolivia,-14.9045,-63.4156,2023-06-19T18:00:00
192,no_fire_Bolivia_point_38093.png,Bolivia,-14.9216,-63.4138,2023-11-26T18:00:00
193,no_fire_Bolivia_point_38101.png,Bolivia,-14.9225,-63.3006,2023-10-27T18:00:00
194,no_fire_Bolivia_point_38103.png,Bolivia,-14.9185,-63.4218,2023-11-26T18:00:00
195,no_fire_Bolivia_point_38106.png,Bolivia,-14.9013,-63.4236,2023-10-07T18:00:00
196,no_fire_Bolivia_point_38168.png,Bolivia,-14.5034,-62.5576,2023-08-18T18:00:00
197,no_fire_Bolivia_point_38198.png,Bolivia,-14.2441,-63.1834,2024-01-05T18:00:00
198,no_fire_Bolivia_point_38204.png,Bolivia,-14.0743,-63.9463,2024-06-03T18:00:00
199,no_fire_Bolivia_point_38205.png,Bolivia,-14.0567,-63.9482,2023-12-11T18:00:00
200,no_fire_Bolivia_point_38210.png,Bolivia,-14.0215,-63.952,2024-04-14T18:00:00
201,no_fire_Bolivia_point_38211.png,Bolivia,-13.936,-63.3143,2024-04-14T18:00:00
202,no_fire_Bolivia_point_38214.png,Bolivia,-13.9232,-63.3539,2023-07-09T18:00:00
203,no_fire_Bolivia_point_38215.png,Bolivia,-13.9272,-63.3918,2024-07-28T18:00:00
204,no_fire_Bolivia_point_38217.png,Bolivia,-13.9907,-63.9984,2023-10-22T18:00:00
205,no_fire_Bolivia_point_38216.png,Bolivia,-13.9863,-63.9559,2023-12-21T18:00:00
206,no_fire_Bolivia_point_38219.png,Bolivia,-13.9103,-63.3938,2024-08-22T18:00:00
207,no_fire_Bolivia_point_38221.png,Bolivia,-13.9319,-63.319,2023-09-22T18:00:00
208,no_fire_Bolivia_point_38225.png,Bolivia,-13.9863,-63.9596,2024-02-14T18:00:00
209,no_fire_Bolivia_point_38224.png,Bolivia,-13.9236,-63.3963,2023-09-22T18:00:00
210,no_fire_Bolivia_point_38226.png,Bolivia,-13.9025,-63.3604,2024-03-05T18:00:00
211,no_fire_Bolivia_point_38227.png,Bolivia,-13.9067,-63.3983,2023-10-12T18:00:00
212,no_fire_Bolivia_point_38228.png,Bolivia,-13.7144,-63.0897,2023-12-01T18:00:00
213,no_fire_Bolivia_point_38231.png,Bolivia,-13.8229,-64.1155,2024-04-29T18:00:00
214,no_fire_Bolivia_point_38252.png,Bolivia,-13.4814,-63.2796,2023-09-12T18:00:00
215,no_fire_Bolivia_point_38285.png,Bolivia,-13.1309,-63.0126,2024-05-24T18:00:00
216,no_fire_Bolivia_point_38584.png,Bolivia,-15.1497,-63.4377,2024-02-24T13:15:00
217,no_fire_Bolivia_point_38586.png,Bolivia,-14.6249,-65.1545,2024-03-30T13:15:00
218,no_fire_Bolivia_point_38587.png,Bolivia,-14.9236,-63.4319,2024-04-09T13:15:00
219,no_fire_Bolivia_point_38589.png,Bolivia,-14.9098,-63.4294,2023-06-29T13:15:00
220,no_fire_Bolivia_point_38588.png,Bolivia,-14.9141,-63.4052,2023-06-09T13:15:00
221,no_fire_Bolivia_point_38621.png,Bolivia,-16.2574,-64.7863,2024-03-30T13:15:00
222,no_fire_Bolivia_point_38620.png,Bolivia,-16.2959,-64.4161,2023-08-23T13:15:00
223,no_fire_Bolivia_point_38626.png,Bolivia,-14.002,-63.9477,2024-02-09T13:15:00
224,no_fire_Bolivia_point_38634.png,Bolivia,-15.2736,-65.126,2024-03-20T13:15:00
225,no_fire_Bolivia_point_38646.png,Bolivia,-15.8603,-64.5264,2023-05-20T13:15:00
226,no_fire_Bolivia_point_38654.png,Bolivia,-16.0211,-64.5713,2024-01-30T13:15:00
227,no_fire_Bolivia_point_38657.png,Bolivia,-16.2866,-63.2376,2023-10-12T13:15:00
228,no_fire_Bolivia_point_38658.png,Bolivia,-16.0939,-64.5926,2023-05-20T13:15:00
229,no_fire_Bolivia_point_38660.png,Bolivia,-16.1086,-64.5955,2023-12-16T13:15:00
230,no_fire_Bolivia_point_38661.png,Bolivia,-16.1138,-64.5673,2023-09-12T13:15:00
231,no_fire_Bolivia_point_38663.png,Bolivia,-16.1281,-64.5762,2024-04-04T13:15:00
232,no_fire_Bolivia_point_38686.png,Bolivia,-14.9176,-63.43,2024-04-19T05:48:00
233,no_fire_Bolivia_point_38694.png,Bolivia,-16.2991,-64.4124,2023-07-04T05:48:00
234,no_fire_Bolivia_point_38695.png,Bolivia,-16.2932,-64.4159,2024-02-24T05:48:00
235,no_fire_Bolivia_point_38711.png,Bolivia,-14.0039,-63.9529,2023-12-11T05:47:00
236,no_fire_Bolivia_point_38712.png,Bolivia,-13.9879,-63.9497,2023-09-12T05:47:00
237,no_fire_Bolivia_point_42376.png,Bolivia,-13.6574,-66.9338,2023-09-20T06:05:00
238,no_fire_Bolivia_point_50322.png,Bolivia,-13.1423,-65.8815,2023-07-07T18:14:00
239,no_fire_Bolivia_point_50490.png,Bolivia,-15.57,-65.4405,2024-06-26T18:13:00
240,no_fire_Bolivia_point_50493.png,Bolivia,-15.574,-65.4473,2023-11-24T18:13:00
241,no_fire_Bolivia_point_50550.png,Bolivia,-15.3534,-65.5163,2023-07-07T18:13:00
242,no_fire_Bolivia_point_50614.png,Bolivia,-15.1281,-65.3964,2024-03-28T18:13:00
243,no_fire_Bolivia_point_50621.png,Bolivia,-15.1127,-65.3982,2023-11-09T18:13:00
244,no_fire_Bolivia_point_50625.png,Bolivia,-15.0751,-65.1895,2023-04-28T18:13:00
245,no_fire_Bolivia_point_50626.png,Bolivia,-15.0973,-65.4,2024-05-12T18:13:00
246,no_fire_Bolivia_point_50632.png,Bolivia,-15.0774,-65.194,2024-06-06T18:13:00
247,no_fire_Bolivia_point_50633.png,Bolivia,-15.1012,-65.4042,2023-12-09T18:13:00
248,no_fire_Bolivia_point_50639.png,Bolivia,-14.7803,-65.2474,2023-11-04T18:13:00
249,no_fire_Bolivia_point_50638.png,Bolivia,-14.777,-65.2181,2024-01-28T18:13:00
250,no_fire_Bolivia_point_50641.png,Bolivia,-14.7652,-65.2492,2023-12-29T18:13:00
251,no_fire_Bolivia_point_50642.png,Bolivia,-14.7501,-65.2509,2023-10-15T18:13:00
252,no_fire_Bolivia_point_50653.png,Bolivia,-14.6442,-65.3885,2023-05-28T18:13:00
253,no_fire_Bolivia_point_50654.png,Bolivia,-14.6474,-65.4187,2023-10-05T18:13:00
254,no_fire_Bolivia_point_50660.png,Bolivia,-14.6466,-65.3949,2024-01-08T18:13:00
255,no_fire_Bolivia_point_50664.png,Bolivia,-14.6083,-65.9089,2024-07-06T18:13:00
256,no_fire_Bolivia_point_50665.png,Bolivia,-14.5924,-65.9107,2023-12-14T18:13:00
257,no_fire_Bolivia_point_50670.png,Bolivia,-14.5993,-65.9146,2024-01-23T18:13:00
258,no_fire_Bolivia_point_50674.png,Bolivia,-14.5835,-65.9164,2023-06-17T18:13:00
259,no_fire_Bolivia_point_51071.png,Bolivia,-15.105,-65.3867,2024-04-22T13:29:00
260,no_fire_Bolivia_point_51070.png,Bolivia,-15.1082,-65.368,2024-05-17T13:29:00
261,no_fire_Bolivia_point_51079.png,Bolivia,-15.0755,-65.1911,2024-02-27T13:29:00
262,no_fire_Bolivia_point_51081.png,Bolivia,-15.0848,-65.1857,2023-11-29T13:29:00
263,no_fire_Bolivia_point_51078.png,Bolivia,-15.0787,-65.1729,2023-05-13T13:29:00
264,no_fire_Bolivia_point_51130.png,Bolivia,-14.761,-65.2414,2023-08-01T13:29:00
265,no_fire_Bolivia_point_51143.png,Bolivia,-14.5943,-65.9023,2023-07-02T13:29:00
266,no_fire_Bolivia_point_51152.png,Bolivia,-14.5972,-65.8959,2024-05-02T13:29:00
267,no_fire_Bolivia_point_51153.png,Bolivia,-14.5937,-65.9169,2024-05-27T13:29:00
268,no_fire_Bolivia_point_51160.png,Bolivia,-14.6407,-65.4074,2023-04-13T13:29:00
269,no_fire_Bolivia_point_51203.png,Bolivia,-14.4733,-65.8457,2024-08-25T13:29:00
270,no_fire_Bolivia_point_51285.png,Bolivia,-14.319,-65.1299,2024-05-02T13:29:00
271,no_fire_Bolivia_point_51286.png,Bolivia,-15.0926,-65.3845,2023-10-20T13:29:00
272,no_fire_Bolivia_point_51435.png,Bolivia,-15.5744,-65.4333,2023-12-04T13:29:00
273,no_fire_Bolivia_point_51440.png,Bolivia,-15.569,-65.4446,2024-02-12T13:29:00
